DATE,Hour,CZ1-PGE,CZ2-PGE,CZ3A-PGE,CZ3B-PGE,CZ4-PGE,CZ5-PGE,CZ6-SCE,CZ7-SDGE,CZ8-SCE,CZ9-SCE,CZ10-SDGE,CZ10-SCE,CZ11-PGE,CZ12-PGE,CZ13-PGE,CZ13-SCE,CZ14-SCE,CZ14-SDGE,CZ15-SCE,CZ15-SDGE,CZ16-SCE,CZ16-PGE
2020-01-01,0,7.12639381453148e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38554555680819e-06,0
2020-01-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,6,0,0,3.58075631153399e-06,0,0,0,0,0,0,4.03011446908388e-05,0,0,0,0,0,0,3.67347480369108e-05,0,0,0,0,0
2020-01-01,7,0,0,7.6830793687256e-06,6.31544604697642e-06,0,0,0,0,0,0,0,0,0,0,4.08111136247862e-07,0,3.69394239384627e-05,0,0,0,0,0
2020-01-01,8,3.12596400045034e-06,0,7.60283833093212e-06,1.68767203911654e-06,0,0,0,0,0,0,0,0,0,0,0,0,3.67705537474526e-05,0,0,0,0,0
2020-01-01,9,2.75406474637747e-06,0,7.50253703369027e-06,0,0,0,0,0,0,0,0,0,0,3.01466086072947e-05,0,0,3.80568437253137e-05,0,0,0,0,0
2020-01-01,10,6.95552118428178e-06,0,8.99702636259381e-07,0,0,0,0,0,0,0,0,0,0,5.78481964585841e-05,0,0,4.54598755354994e-05,0,0,0,0,0
2020-01-01,11,0,0,1.13340465883289e-06,0,0,0,0,0,0,0,0,0,0,6.67834911189032e-05,0,0,4.58287950474859e-05,0,0,0,0,0
2020-01-01,12,0,0,1.1233745291087e-06,0,0,0,0,0,0,3.07607978808215e-05,0,0,0,2.07533973186386e-05,0,0,4.58930642863516e-05,0,0,0,0,0
2020-01-01,13,0,0,0,0,0,0,0,0,0,3.45870185614363e-05,0,0,0,4.98233528660774e-06,0,0,4.58985960674746e-05,0,0,0,0,0
2020-01-01,14,0,0,0,0,0,0,0,0,0,3.41882693010665e-05,0,0,0,0,0,0,4.5187611326408e-05,0,0,0,0,0
