MDH,2019,2020,2021,2022,2023,2024,2025
02-05 16,0.31851238470897,0.383222040828747,0.177090104136348,0.133385329927339,0.046740049979372,0.535988364177445,0.1289880718638
02-05 17,0.297310065843758,0.329283867488055,0.111161436363172,0.0352505135556156,0.00213286746395073,0.517876112926611,0.0401357364641151
02-05 18,0.202468277216053,0.233055005360782,0.155152516551496,0.00333589746314364,0.00136286999895617,0.464101538687013,0.000412407529151959
02-05 19,0.22853310399245,0.0728608403577928,0.164451985931051,0,0.000435696977378805,0.461231725292869,0
02-05 20,0.3037243143768,0.0291212541199953,0.181791990325379,8.31629627897982e-05,0,0.506763221792047,0
02-05 21,0.26962716418289,0.060646004095628,0.152146116911845,0,0,0.624760800564191,0
02-05 22,0.297998965048149,0.168162956145357,0.115492340629291,0,0,0.659589123147013,0
02-05 23,0.430622135413638,0.15882275122333,0.0427895904826946,0.0253629545015015,0.0132927792109671,0.653493320659245,0
02-06 00,0.452858241738495,0.336583801381438,0.289606558020039,0.228434552740132,0.386660080623114,0.657106268715981,0.324938657036865
02-06 01,0.507964421349614,0.433573370343987,0.414464084886493,0.349880790809767,0.497234301730266,0.663738841763922,0.62415678971596
02-06 02,0.64371427972066,0.54787428498656,0.378312190214065,0.365728792692698,0.489554818995641,0.663000438039016,0.562603178903493
02-06 03,0.550990067810959,0.633056971041592,0.380924121169871,0.369008171941778,0.485931137198471,0.66375,0.517197544278599
02-06 04,0.66375,0.446424297982397,0.397184080108815,0.36134581929813,0.414982502994786,0.613454436381803,0.497525289937003
02-06 05,0.589815355478954,0.480326944805036,0.523275724744682,0.370423265142612,0.352997912348459,0.568461981550237,0.474670963466199
02-06 06,0.586247097293881,0.549206243462682,0.447007793188295,0.388484310891885,0.272199947187387,0.525042947379196,0.431617813970213
02-06 07,0.448158847664867,0.357763837473978,0.500412703282045,0.366908220927737,0.23475311644125,0.471676966599262,0.412806007355639
02-06 08,0.27937733586058,0.34972589711459,0.351819665833975,0.359727950155459,0.30468807901264,0.473601300320038,0.376394793664427
02-06 09,0.307742726170229,0.302964109642335,0.370504942368396,0.356462300788663,0.285216155192039,0.45042145296051,0.379759588125434
02-06 10,0.343190631080529,0.279815188864136,0.368164629834488,0.366710128192323,0.206330485304424,0.461690565776815,0.381422518158968
02-06 11,0.388970767405425,0.277555280781925,0.361119244322582,0.356647196536767,0.238736092264257,0.450959490778814,0.37746453548629
02-06 12,0.344887516240576,0.309556125205075,0.366372978809379,0.358891198466453,0.291319270763434,0.523195125695,0.392312937869446
02-06 13,0.383930082363081,0.379777898426969,0.462205236356924,0.362233390359648,0.36096396663734,0.560099865341553,0.375812103409791
02-06 14,0.631412712658926,0.460561390884644,0.49374185397042,0.349599334492278,0.464953141915569,0.578385368953119,0.444750739000068
02-06 15,0.507792770928682,0.457783847433613,0.327159018360798,0.315269375062428,0.413084057176799,0.628994435357973,0.311454630677464
02-06 16,0.149399784536521,0.23019581205381,0.133069184115577,0.120133492050673,0.167396396067262,0.66375,0.0818610230064099
02-06 17,0,0.230820758194728,0.0316925029339613,0.0258226422452358,0.00750968210534687,0.63965357776376,0.0387074464971743
02-06 18,0,0.211542917379976,0,0.00297493948480799,0.0386036231938086,0.503652717794303,0
02-06 19,0.00532832504120479,0.219163129118343,0,0,0.0429250492089292,0.406536810271715,0
02-06 20,0.0525864097558297,0.212445554274428,0,0,0.00449052280759309,0.463735034673057,0
02-06 21,0.00137679915768939,0.165916636855446,0,0,0,0.498908179570324,0.0143143322288017
02-06 22,0.0127025956728994,0.180656026905033,0,0,0,0.5521280109785,0.0978449825055696
02-06 23,0.0675614079033487,0.19170569787384,0.0150732035801187,0.0031271530975915,0.0270632143371955,0.565563392014584,0.119486291050869
02-07 00,0.272547922948005,0.273967535323731,0.239592122797347,0.299162694987493,0.39571459287067,0.519640029669882,0.420110378686667
02-07 01,0.468730052468759,0.333966884395507,0.41493954340579,0.378278488150923,0.554191474055959,0.518373952618236,0.534031901944605
02-07 02,0.660308606284,0.402856425609798,0.393791576818651,0.367978568696166,0.546953311661522,0.542552882958792,0.541287584106174
02-07 03,0.66375,0.40184609185158,0.387710108572155,0.363822483173695,0.548396030479712,0.532949992695089,0.509668810300804
02-07 04,0.651886111473161,0.394021989646225,0.37272998732878,0.382572925747488,0.603976410034645,0.501137640642501,0.465864329804431
02-07 05,0.644580872830051,0.428863935022145,0.357498700139807,0.431135143228143,0.509729795136766,0.470685565358736,0.4169915659182
02-07 06,0.599277637781787,0.3977108229873,0.325233391316223,0.450309801548424,0.420794684690058,0.462031128980832,0.400418096323702
02-07 07,0.66375,0.364648396814981,0.324907630731202,0.381333712965659,0.434705256656875,0.388946493091576,0.377270223665492
02-07 08,0.430682118916837,0.286072220409017,0.335288022079851,0.387352203730584,0.430861823492931,0.39696759199977,0.410703573869431
02-07 09,0.272222956915475,0.263253532998724,0.32922480238633,0.369495846075704,0.393894776235196,0.387161330484966,0.412182171922151
02-07 10,0.286707060149439,0.274082133824621,0.338337701121328,0.376120808937759,0.418760535664119,0.402292015721399,0.401007946181669
02-07 11,0.295665438171307,0.267238381107439,0.342749555540728,0.372415771991082,0.448587678178444,0.401917118795804,0.394877019436004
02-07 12,0.301954587116282,0.292777651623505,0.345303377984004,0.392270724035848,0.447464830282035,0.406284525510018,0.373102193713397
02-07 13,0.298484394405963,0.356401037349366,0.339734046546781,0.420633375695739,0.482203431945363,0.430686993803945,0.424720641225146
02-07 14,0.458651737224168,0.433764511423823,0.384047208247019,0.412958001606654,0.549971799486035,0.533243804910923,0.455886958373201
02-07 15,0.403246510483384,0.376120522366901,0.264578558449122,0.310614863466251,0.46603363293566,0.500423976624326,0.417536446581219
02-07 16,0.164798400517909,0.112410215030729,0.0493857351490427,0.195990445931615,0.195765543405404,0.198397431308567,0.298995249823883
02-07 17,0.134471252960759,0.198115335557065,0,0.158472639801251,0.0449250890380232,0.0986993130580782,0.258896541921205
02-07 18,0.0706206266042924,0.141212983059903,0,0.147495373217751,0.0276712870626343,0.107198450241142,0.163550959708539
02-07 19,0.00855254651586074,0.165988234426843,0,0.156308471808103,0.0554194004106519,0.0871566152794075,0.148013055952769
02-07 20,0.038120226482437,0.141203537094187,0.000600684601349185,0.136976496621988,0.0668159390951491,0.107017213425558,0.102364692924811
02-07 21,0.0259992871967319,0.143253780049675,8.83086477338342e-05,0.0848997615520792,0.0760343257179783,0.126345921979161,0.171692554307254
02-07 22,0.0377610513848205,0.18496685239068,0.00226547875013875,0.047227440956512,0.0181454815763212,0.180715729209327,0.16498928903761
02-07 23,0.098970890679106,0.17649411110173,0.0890837789358421,0.0739065269274009,0.0891449953667942,0.0798695308472578,0.0764246248961696
02-08 00,0.159854567559081,0.265009043980236,0.263104748652124,0.308437391906797,0.401159304244527,0.382321016332947,0.33591890883426
02-08 01,0.33029991222055,0.370912326903666,0.329050061454172,0.415100954110464,0.512342655923155,0.458980737504954,0.517976289862996
02-08 02,0.498672989401704,0.406923013605759,0.3439916712604,0.398435478797899,0.541790706314508,0.467487779680737,0.66375
02-08 03,0.480248556016943,0.386911562375167,0.349462705174622,0.368482605840486,0.544616618607899,0.472097513906076,0.66375
02-08 04,0.413795096321259,0.380598556947733,0.413673444267832,0.358911642825417,0.564531819859611,0.504061771234983,0.662397512144217
02-08 05,0.36090192062699,0.375255352203549,0.344681943011934,0.368288487874647,0.552579514893962,0.463523511313071,0.66375
02-08 06,0.32924017508429,0.350656919946923,0.334257953809909,0.351550852313179,0.516210737496488,0.450743849065955,0.557731112326117
02-08 07,0.247814369983426,0.344296863127094,0.322211848526534,0.358508159828114,0.484421038416335,0.395160189905276,0.404288183835049
02-08 08,0.317474171702079,0.312153597291054,0.33351528185359,0.385031763470469,0.454898390883872,0.408813866487968,0.381569684157252
02-08 09,0.343712443277586,0.368085366676813,0.327132574515132,0.374719797740517,0.452215984242415,0.398593804445419,0.33449477101269
02-08 10,0.328237441412887,0.30924820346219,0.325914511197692,0.375279854233618,0.435110948482135,0.391196437162691,0.310063961319675
02-08 11,0.324232117274192,0.289983423128974,0.33286256496183,0.366733809826412,0.429669483104844,0.374763532465152,0.299418172556318
02-08 12,0.369113908102415,0.339079091563623,0.386006131542484,0.373571969063908,0.445383572283186,0.391235724731598,0.304425270451227
02-08 13,0.420577659879681,0.318618348892078,0.369734658438272,0.383466135422338,0.492732804571339,0.417043570244886,0.352614542157178
02-08 14,0.500589778947388,0.397425810430122,0.436285300760648,0.42999991897469,0.551345584674752,0.507922121572632,0.422258029185536
02-08 15,0.391284820877563,0.259484117641126,0.390432592162551,0.281529958667195,0.424265667553271,0.446067983884429,0.259188463779042
02-08 16,0.126490528648882,0.0837667205319825,0.145439201214242,0.198586410028859,0.209317177352867,0.127986468762171,0.0325856857230221
02-08 17,0.146732203274688,0,0.568796059839714,0.113106849061251,0.130962063601171,0.0212516139299542,0
02-08 18,0.206021646630576,0,0.429406111369552,0.17423629097372,0.0729256427673592,0.00750020850856781,0
02-08 19,0.232914661510093,0,0.191087459794442,0.0987348279139464,0.034025674805199,0.0776217685944913,0
02-08 20,0.188951021189161,0,0.120909420884067,0.0357878109792694,0.0587578944987996,0.034018625583524,0
02-08 21,0.195271531537694,0,0.0624017087128359,0.0467498425535804,0.0717009920230333,0.0736194088611641,0
02-08 22,0.182783258980108,0,0.318992961065305,0.0122172423666241,0.0283593145600288,0.152526008886911,0
02-08 23,0.131158048988792,0.0011678908450859,0.500109568798117,0.112043660249301,0.0283898264924454,0.152864913449171,0
02-09 00,0.309012038019106,0.212718577689285,0.409442157624495,0.324583530424638,0.332078737332473,0.34329351392439,0.224326074424171
02-09 01,0.40120242768221,0.323054102574182,0.520141996007194,0.389696042264316,0.532339533258612,0.535733568733915,0.415814446471218
02-09 02,0.410142009064445,0.385464619254499,0.47320999679478,0.378499139444945,0.558087034600404,0.561648391006612,0.387699383313212
02-09 03,0.389182335327813,0.205898646742232,0.446832660850294,0.379216045877107,0.529365989367235,0.585943290987957,0.394309631859471
02-09 04,0.359564094239522,0.595466544712178,0.407945270398358,0.406327276802596,0.515507554362063,0.615702051484297,0.412928677319528
02-09 05,0.331294456182844,0.630624888407376,0.38267214666813,0.387433424390348,0.577128229041457,0.606221682722781,0.473882212691701
02-09 06,0.345921177585493,0.43070581876013,0.406900053254047,0.407431479352617,0.532482605328546,0.465403469942583,0.474198802343911
02-09 07,0.289234761470292,0.3540143618932,0.409772728689963,0.376186116943576,0.498293114164461,0.403342901544682,0.434042889057006
02-09 08,0.30937254175142,0.289852060442083,0.413059756070215,0.370616768196901,0.462120192686993,0.426310746217086,0.432779843080297
02-09 09,0.293192700583329,0.288260739787982,0.358248297488839,0.368671086957861,0.424154937789101,0.389635142259305,0.419059122984137
02-09 10,0.299642681922436,0.269393480637322,0.350253048695194,0.374087715423424,0.427388894331944,0.393689495167577,0.410695037905347
02-09 11,0.296224309935723,0.251300585014313,0.318505480198057,0.369678594950575,0.449279941219297,0.480551333652583,0.405653546179679
02-09 12,0.260715511603349,0.276344305077943,0.327385559835088,0.348183801380271,0.455417289283038,0.513347629524711,0.414707514115656
02-09 13,0.226928632089049,0.291814215477987,0.386824982728225,0.377395589325388,0.503839891618658,0.53872388459977,0.37772098105787
02-09 14,0.303305245779513,0.348055480801284,0.537150747117723,0.382901890325787,0.543248772311284,0.598473954277219,0.367186670919376
02-09 15,0.303278055933973,0.213307792953915,0.486526285652735,0.363645093951615,0.422229726038792,0.519091683236554,0.556935040172288
02-09 16,0.373223675865128,0.229480657946494,0.624891968664676,0.207312572637709,0.234575005959966,0.27874867474905,0.380871690794642
02-09 17,0.608230392627686,0.176768252829319,0.371146838971531,0.176884583429157,0.140481767112821,0.147475283573658,0.0984948021172166
02-09 18,0.413532860772866,0,0.434704261510157,0.213555569515571,0.0944965979955648,0.0883982427326339,0
02-09 19,0.256589235070625,0,0.470747869351703,0.20608692937048,0.12052484941438,0.106300061723255,0
02-09 20,0.273689817255282,0,0.308873598637052,0.18038811200478,0.0820675479627207,0.146157995164517,0.00617666699177048
02-09 21,0.117741379239522,0.0111020753124788,0.251385033459726,0.176011103430964,0.0589736587717839,0.288032000345339,0.169513311419579
02-09 22,0.0467569525763916,0.124974207815208,0.293721928854169,0.221097852747194,0.00639824322493341,0.318579812684389,0.203410348449782
02-09 23,0.105724628227183,0.127753068215291,0.339129659401665,0.270492465185234,0.0972292869736579,0.340914100768406,0.199713715383034
02-10 00,0.217803043750112,0.233532004971626,0.388301294715745,0.401892455508762,0.33098121967492,0.44955000019474,0.41745275301424
02-10 01,0.361191801134148,0.347186935296709,0.520376135385622,0.488169321707535,0.487301793392413,0.558876394777708,0.45863837815928
02-10 02,0.581998891118236,0.405302304662477,0.534018358802305,0.44542074417461,0.518879683075583,0.59234874167464,0.399498319163537
02-10 03,0.565305648965568,0.425987667915866,0.483648140200897,0.448445009661072,0.491495582550248,0.60070557469673,0.445589108550574
02-10 04,0.401965027197665,0.451208182312608,0.448504379396027,0.43898506833078,0.510112601340864,0.604224222658852,0.429373397449783
02-10 05,0.337719644389688,0.627578830992259,0.423552125042312,0.449853435583956,0.529742995324642,0.609035103385524,0.429002097092275
02-10 06,0.354231411007052,0.508681878311411,0.363150900321303,0.404024122264407,0.488072120950439,0.58445980824803,0.412917414682289
02-10 07,0.299938352991332,0.335357495895124,0.365837258555535,0.369454356825172,0.429265003250111,0.540689771976344,0.406858309692938
02-10 08,0.317142628433744,0.267513834963948,0.343981158424128,0.396266177304221,0.450784763436315,0.518937576906508,0.409871632175084
02-10 09,0.299134212855067,0.246334860307499,0.337500295864151,0.375003367369242,0.413466857043354,0.49158621240463,0.434813745193216
02-10 10,0.308946215609016,0.223807000620419,0.334613513528014,0.347864482913038,0.394436463838789,0.545324697875618,0.429453922543839
02-10 11,0.31819376745241,0.244771920127611,0.344751884378499,0.334444750541548,0.423003502668965,0.64433463713836,0.395383863372088
02-10 12,0.321631806700141,0.241625292267937,0.347250659737607,0.339483333703546,0.427546002027812,0.637485106386947,0.454456784042603
02-10 13,0.339252176884142,0.281613471984044,0.383325868404675,0.382680976971562,0.481339077806488,0.649299451933316,0.444917056437148
02-10 14,0.359762559411912,0.302488626797799,0.427039937084291,0.450266669628371,0.535267830422041,0.66375,0.565449587643337
02-10 15,0.233687270498155,0.314576626051951,0.328117876222432,0.312494646630143,0.416257786350263,0.627996843732691,0.423686052917517
02-10 16,0.15094713715199,0.278371552104704,0.325873269313065,0.190653414682473,0.208343923808434,0.438349204872035,0.443107680348636
02-10 17,0.212656959750273,0.389405139383455,0.306604431524254,0.210513352282319,0.163250966565798,0.367450282495622,0.487225125660906
02-10 18,0.152434144637179,0.266967476504128,0.474099996875675,0.189157385528638,0.0782911331790176,0.138913292353829,0.359141831304621
02-10 19,0.107436518663681,0.0818937236713172,0.41861309994938,0.187082246032353,0.0797643486445644,0.0735279452464832,0.567663226389787
02-10 20,0.105369916425019,0.0907074515942745,0.247372336749263,0.089355514101564,0.0538889633869981,0.0311427479891011,0.608241317375128
02-10 21,0.147563669749724,0.176102890921378,0.0400030380119948,0.162369213258722,0.0773706740726135,0,0.320529404565297
02-10 22,0.108325583248269,0.174682242199702,0.185284228720819,0.0740628161989839,0.102327336790137,0,0.0319002065682464
02-10 23,0.0508378547073423,0.19435815032186,0.112924116131492,0.0483700209155577,0.215356105913053,0.00151930476890282,0.00694328601210642
02-11 00,0.183534594185723,0.339505333671646,0.363082316349627,0.295189267626733,0.435735090372667,0.442196210017475,0.274639210924895
02-11 01,0.398958844544491,0.48920258794029,0.488827560116439,0.425664667012594,0.518492071114214,0.571021029209087,0.420094523298715
02-11 02,0.396987667731648,0.556207025088686,0.45911671974864,0.368553388027132,0.492653287332266,0.565651261509167,0.436732184051961
02-11 03,0.37425237112174,0.427263290125566,0.454097225693695,0.400816180591713,0.466447104398574,0.573273128693797,0.435483481472111
02-11 04,0.39214149518059,0.410903892177473,0.446916568992048,0.396232726717004,0.495617685046099,0.616618253441327,0.398954734519945
02-11 05,0.341422698291795,0.411865234966482,0.463593011483632,0.432457062732457,0.499998295131069,0.663731452570202,0.395867750095746
02-11 06,0.247429022588776,0.386550939123702,0.489365530295858,0.422336734614093,0.505201199747738,0.645915827191381,0.382830797947835
02-11 07,0.179505734733057,0.34697669091274,0.380257804501806,0.381969880708463,0.453772446926358,0.629844832064535,0.341138660191769
02-11 08,0.216758884609663,0.317322101418382,0.306517533959636,0.374525651103109,0.40342390158213,0.633585875475333,0.314447811473544
02-11 09,0.195780697037172,0.319898771146769,0.297530180114386,0.37014666522911,0.402375107568745,0.577349659830326,0.303257764199241
02-11 10,0.196122651346152,0.275783044425628,0.290480382072935,0.358954684265326,0.368337257371646,0.475749174846094,0.297220898107576
02-11 11,0.28242961411855,0.269584794123184,0.300603952634804,0.34364899353409,0.343382770152049,0.551395760607457,0.306902180397209
02-11 12,0.360110327689391,0.333366593950794,0.30230039538996,0.341459484479211,0.360458754435038,0.49363617585131,0.295009267554861
02-11 13,0.379089309875573,0.332465320522508,0.450359519540612,0.365999333566694,0.397923044122112,0.597742899307725,0.317802192753323
02-11 14,0.524375054302906,0.355401831460703,0.564553395984003,0.420987950838467,0.40905278969982,0.661957918036639,0.474572412130698
02-11 15,0.41338676436544,0.246533186466405,0.396162723449795,0.337887810913425,0.395971335729586,0.27399539955017,0.66375
02-11 16,0.127803406009101,0.121030793089853,0.190630000473277,0.213947085869319,0.309801108576068,0.0307326826780156,0.66375
02-11 17,0.249529623170257,0.176828930139576,0.581985344755483,0.110644651723602,0.254223816473429,0,0.64869728107648
02-11 18,0.181715891877729,0.131009988653622,0.591670424720869,0.239013127283708,0.232266100067129,0,0.496626834246707
02-11 19,0.268114486325174,0.094189473744195,0.594692974800469,0.244229187128936,0.221004159260452,0,0.435889850370624
02-11 20,0.171205439092869,0.0802447647526127,0.391674051060017,0.250175886533412,0.0659822427562009,0,0.474266928558779
02-11 21,0.133516218208631,0.114419586768975,0.345699090411335,0.259150563160503,0.0155400436725244,0,0.0607550794130069
02-11 22,0.0950050231838123,0.0281065738498074,0.370448166297973,0.180904499701956,0.0128909547431058,0,0
02-11 23,0.121329498852326,0.162815384767994,0.15483398521745,0.103873361644949,0.0790430333884116,0,0
02-12 00,0.230657590479658,0.301457694220186,0.392020425394064,0.333519206968041,0.309401509129632,0.273407014833934,0.305023972109254
02-12 01,0.383935485023313,0.473180886978174,0.395762241666456,0.428836213394886,0.444488050116607,0.510677991730744,0.587033036016662
02-12 02,0.431849347220833,0.519455287336041,0.406939732182564,0.401240833571156,0.449352907465387,0.475645820892461,0.597318380126741
02-12 03,0.415095351823853,0.459495375971175,0.41546928320627,0.377335174656794,0.445012786100032,0.479846815804835,0.571709683205301
02-12 04,0.400345199485241,0.496955927258237,0.394288612557007,0.447766130035403,0.447718902879907,0.514151646811003,0.617536303619513
02-12 05,0.360139218360911,0.558890115312629,0.388808641867517,0.482488714935191,0.463220747577675,0.570184550440785,0.65977210485883
02-12 06,0.336665160846043,0.487380880815335,0.397531607614531,0.459481434343685,0.47387250177865,0.494430170896097,0.61723938982787
02-12 07,0.283668934600905,0.381166860134789,0.415934596437859,0.458700587592293,0.443995138066513,0.408209610819037,0.48332192918982
02-12 08,0.286396124616002,0.389465067458348,0.316122151866701,0.395240114907552,0.448490636111736,0.418144802574771,0.432917120941467
02-12 09,0.302630951828504,0.3203790609713,0.278792044122131,0.38151278121693,0.432243407213942,0.401976799644911,0.398728440631576
02-12 10,0.296953830083483,0.296070463681231,0.271927633692562,0.366432124290912,0.422506314787477,0.387541551660472,0.41048862193488
02-12 11,0.31236362901914,0.304863932325494,0.281471492456916,0.343602792480595,0.437547356222881,0.392478980628605,0.411983152487679
02-12 12,0.316727635789623,0.325448146750577,0.299403281142109,0.356975566657735,0.442982594623803,0.397280120029168,0.439467974737745
02-12 13,0.306954169765328,0.369088234597568,0.288236759384117,0.357605099715229,0.440824537705452,0.4410798816866,0.526510966797854
02-12 14,0.390157610990771,0.421830818327359,0.275031302744046,0.373964534351908,0.437025520057226,0.476537459180572,0.501515162748742
02-12 15,0.299130332055082,0.406988574645111,0.303168956766,0.233573380916263,0.41079611000903,0.320529361827517,0.586818303146571
02-12 16,0.204138252390834,0.230201488162817,0.272110385643859,0.0832389574297043,0.393416721609769,0.0771080159473185,0.448448474174984
02-12 17,0.316921330209144,0.224068590595762,0.309520461586849,0.000585817047193848,0.383470409325148,0.00516796176075106,0.360286294243641
02-12 18,0.309127059587102,0.189114330122917,0.143466890386379,0.0062097475213124,0.314661208856403,0,0.392916070611046
02-12 19,0.265754098321321,0.193563100374129,0.158695608212737,0.0553000375606898,0.238915251181711,0,0.360398097206741
02-12 20,0.228083561362788,0.212095715887526,0.0383816353410867,0.0511928388069599,0.176055069597171,0,0.36188027319703
02-12 21,0.281360625882352,0.202227574789217,0.015348000019281,0.00694611067459362,0.177350120237524,0,0.386571762372218
02-12 22,0.66375,0.207026668215849,0.0541461632039218,0.0307561908373717,0.209782667778275,0,0.487963100029188
02-12 23,0.553744245074168,0.246874478155517,0.0724272488560952,0.167048650767337,0.401219305152253,0.00806683219788028,0.601188986754009
02-13 00,0.451969419333032,0.286929872900027,0.191441367901734,0.400648837685135,0.432132650126958,0.381112917589048,0.579650380474695
02-13 01,0.538437749245141,0.461760384949206,0.448061725100111,0.48768514318026,0.418425074796006,0.552047714112006,0.610771060872
02-13 02,0.569740950491743,0.497947308813951,0.469397185337291,0.412834193217275,0.378067359471187,0.575864487283734,0.556748915160662
02-13 03,0.566254004347294,0.490297665216903,0.41916799922394,0.385786314646852,0.429644407081847,0.569883244452194,0.630962012751384
02-13 04,0.596600388699726,0.506052312837137,0.463693406926454,0.378233911625647,0.473080424245725,0.56521886501008,0.552350170062904
02-13 05,0.588987141513455,0.477190721007292,0.560846428136746,0.388855173746577,0.468590252977742,0.486541270237205,0.518011042359417
02-13 06,0.41986249504775,0.44044448870795,0.372680592480656,0.392561307448099,0.42753858676298,0.43327841596373,0.468155414578641
02-13 07,0.300979008443661,0.40288589127435,0.329774943392225,0.374574588944349,0.368026202066247,0.39379338478151,0.401866499509344
02-13 08,0.393472814133668,0.40933033107484,0.0383971276638222,0.373019623802668,0.327648398809289,0.421378664518024,0.37263510252024
02-13 09,0.359203075619404,0.402012242975884,0.0223785983554815,0.36287163291352,0.304171764691342,0.370531702036083,0.370681272283433
02-13 10,0.34086775353269,0.333140411944484,0.0207858331319221,0.362059052126244,0.307361005924199,0.370300607626012,0.359969632316954
02-13 11,0.328028638000658,0.330586496181291,0.0191844934262745,0.344078105615028,0.338946658551696,0.393417728336796,0.355479840076645
02-13 12,0.314098860895935,0.361213087095838,0.0213718423437601,0.352996758562429,0.369509837712173,0.448262477794398,0.349849367726742
02-13 13,0.399049850470376,0.474823135485589,0.0250624435619215,0.346119550043828,0.417792891733699,0.486980011167655,0.375153468601324
02-13 14,0.43098867305033,0.531648823493436,0.0276015715202757,0.332771495751146,0.471345837572353,0.479091928816386,0.441344685373231
02-13 15,0.625505871427442,0.371591442898835,0.059867692999697,0.261851650535705,0.458220225473361,0.269476849678215,0.643973221849229
02-13 16,0.647191754982765,0.117088979614117,0.0391876011442011,0.113917732824046,0.280160139831644,0.0327312609292483,0.66375
02-13 17,0.282736346767097,0.141050390630359,0.0183952932540469,0.0407352022236655,0.289318983527498,0.021265430975015,0.66375
02-13 18,0.153949392720746,0.131611062225357,0.0136235756816686,0.00490772909976974,0.223778589822027,0.000479278181840769,0.579170508803403
02-13 19,0.120570142129654,0.084594374948558,0.0134549313974059,0.0124494161515508,0.145839657776892,0,0.556050636571771
02-13 20,0.326372714511297,0.0886154593711276,0.012164727602174,0.0888186493593791,0.0897123574086476,0,0.612276004113902
02-13 21,0.495981404830512,0.0645905267315369,0.00884255902737554,0.108539304968276,0.0102954981997202,0,0.509413425881782
02-13 22,0.568563403346675,0.0476290266206509,0.0103983824629706,0.13133138411369,0,0,0.641829026086145
02-13 23,0.529231771089228,0.113068805714518,0.011128068206105,0.149083139110806,0.0264504000900719,0.00797572798019089,0.66375
02-14 00,0.569527415399897,0.287156497993191,0.0439976965961649,0.281919236659597,0.238146497526884,0.347047313642844,0.662011426906846
02-14 01,0.513888335145356,0.418184041455945,0.106589182597372,0.333494522225301,0.412529933272616,0.466716959370782,0.66375
02-14 02,0.582588518298732,0.396255638540671,0.0431834798968977,0.351330662467015,0.38103044340339,0.530339205958372,0.656243933858376
02-14 03,0.574616630945434,0.401625548928749,0.0320988599401369,0.35479459757377,0.346627905514858,0.531938524462882,0.596044114294388
02-14 04,0.658868215173068,0.44099560106805,0.0341741031743049,0.42548232508391,0.350231478863611,0.554372725501494,0.53527668606879
02-14 05,0.595225553302841,0.458876805256113,0.0350275147188855,0.428459226213456,0.352392236201653,0.538613585489466,0.436827924219149
02-14 06,0.595511123525976,0.39632423127112,0.0284402901801092,0.382424418399742,0.30650411262158,0.446245512751185,0.411705885076165
02-14 07,0.479156731248514,0.397657135730796,0.0236303319052266,0.397951335561844,0.293038196367614,0.375242949652931,0.412009005028915
02-14 08,0.178790038499463,0.386849427712338,0.0203498953420677,0.430799994277332,0.284605961818749,0.396948908234609,0.380680060320456
02-14 09,0.257486070926467,0.37264986184538,0.0181504547221322,0.375531863455311,0.255346664424046,0.408400179296452,0.373407668649186
02-14 10,0.234034256003229,0.374985066387763,0.0187067068718425,0.352539300017713,0.226135824810435,0.415107509523147,0.383287978728791
02-14 11,0.240498545498913,0.37789189646827,0.0209879303337177,0.360912772996271,0.229330148238094,0.443702910766423,0.356123881290259
02-14 12,0.255836750688469,0.42543640312244,0.0239962709740915,0.368781550343587,0.284993153711048,0.452614866419118,0.374901630172226
02-14 13,0.294201579114993,0.42509641982414,0.0384428006205853,0.355708742920469,0.335427925948482,0.496704780826186,0.433291934557769
02-14 14,0.293590837352128,0.532838184102683,0.177079512713665,0.357522547359624,0.370119452935906,0.50523307129016,0.526713597567986
02-14 15,0.406110994722344,0.192045443505835,0.0356774518037755,0.303486672631565,0.373217104280009,0.319180712361889,0.46144017858593
02-14 16,0.290362538036258,0.279818275577205,0.0137762644423613,0.278742735526417,0.33418165290977,0.193844473076127,0.178603744077044
02-14 17,0.290362538036258,0.3024420304325,0.00812300579313366,0.289229609904759,0.419347179862179,0.00835857782962333,0.0731976182863483
02-14 18,0.254112704708897,0.0726973674083373,0.0111081382052359,0.0479591000876568,0.446917775878358,0,0.0153592705103288
02-14 19,0.147530442846568,0.067090121623956,0.00971824355737203,0.0335827789914478,0.478592525162272,0,0
02-14 20,0.246173899633694,0.0327017564151463,0.0103832073245734,0.069869447081212,0.468736537863928,0,0
02-14 21,0.243318560254918,0.0464674787188008,0.0146670985043665,0,0.424414329849142,0,0
02-14 22,0.224340739178293,0.0261237046133638,0.0163012223130666,0.00899432393029244,0.478995864114664,0,0
02-14 23,0.198464863128056,0.0988187384443559,0.0324153872146813,0.191412536731811,0.466419373871004,0.0402098543630416,0.00409869899586416
02-15 00,0.254321624191324,0.374630312175565,0.0650285087903005,0.334916321550389,0.533926402862719,0.412249398219765,0.226964407053186
02-15 01,0.321817044429678,0.385144755768629,0.177759181559132,0.407149857796228,0.567044786749861,0.565390246060838,0.471212390087554
02-15 02,0.316104663688069,0.403025016419491,0.100414070018475,0.388541315623339,0.551793954895803,0.551409591336598,0.39261211168993
02-15 03,0.491905193240919,0.450144168686321,0.0701045308544513,0.362731111423991,0.497740293368615,0.66375,0.364670073696392
02-15 04,0.566820711673487,0.467565584961457,0.0409381230595083,0.377453526980566,0.528484140843697,0.592632063868918,0.358484928408627
02-15 05,0.431141413009534,0.438036938722803,0.0419894674145376,0.369433295121652,0.471211636484028,0.54123031679863,0.369308976699246
