2019,2020,2021,2022,2023,2024,2025
44.51738,40.17532,30.89235,51.32924,121.75175,152.29567,46.04951
47.21305,34.02911,26.2592,46.80322,109.81812,120.04834,22.58835
43.93893,32.3292,24,43.36584,105.92585,115.11677,14.89681
42.88046,30.19884,23.76147,42.51541,103.10276,105.57531,10.65767
39.60643,26.93,24.54413,40.73122,102.0094,110.34507,6.67928
39.59416,26.90685,25.00172,40.06435,103.02347,108.61178,2.01232
40.81404,31.14993,26.68264,41.99308,110.33325,115.08112,5.93158
42.39175,37.77051,34.07435,50.99723,127.84358,149.36147,32.66885
52.52867,53.47415,45.06918,59.59759,152.46705,233.36077,61.75173
68.76854,67.60108,50.9749,72.6373,173.2019,253.47486,68.89479
72.20627,59.4736,47.50273,72.36348,169.88247,250.31531,67.77158
65.60473,58.25306,40.24675,63.30459,164.12928,252.21757,65.01058
53.63219,49.95348,38.12339,57.9997,161.26408,248.61613,65.01148
46.30434,45.15979,35.30211,55.82048,148.57033,247.05442,66.02422
42.49754,38.13324,33.56757,53.62835,136.56085,228.65865,61.41024
39.88352,36.8227,29.8567,51.76826,134.22199,216.73295,60.61474
43.89722,29.89834,30.26142,51.1549,136.6232,206.99869,53.58692
42.79039,28.18166,29.82438,48.00995,129.07606,203.3604,52.98584
41.8004,27.63963,29.70282,47.04059,128.28835,205.29271,53.00108
42.45779,27.98281,29.63893,47.24559,128.44365,204.76251,52.95761
43.11638,31.2098,30.18938,47.30463,137.6147,208.74955,55.31454
46.79624,36.46738,32.26964,49.94217,141.04025,213.26592,60.24874
58.17684,48.39991,37.2665,55.24684,160.10472,224.29445,66.35232
67.9173,49.98672,35.06426,52.33813,170.03671,209.09395,65.49685
48.03673,39.3387,27.25596,42.48507,161.21639,133.05781,43.06296
43.99144,35.68338,23.33284,28.8651,146.04993,106.19698,19.29198
40.37244,34.56695,19.40326,18.36382,134.73,87.42417,15.36808
38.25922,31.7406,17.50716,18.71035,122.81771,90.17565,15.23307
36.87136,26.6497,15.9813,20.20752,117.02384,77.18853,11.65491
37.50809,25.80654,15.73108,21.76294,113.73056,72.06705,10.55485
39.1262,29.05268,20.91334,27.88541,113.822,90.55745,11.78764
45.44584,32.86693,29.83982,42.41499,130.64499,116.47179,33.84987
65.63441,50.8811,39.55101,61.16956,167.54106,213.99274,58.81874
74.75709,55.13299,47.24653,72.36665,193.7767,224.42988,61.80757
74.17321,51.07004,45.72898,73.04052,186.91999,223.34412,60.30625
67.03,46.80027,42.2354,63.94227,179.84848,226.86036,59.71427
56.83749,43.22684,39.6259,62.32501,174.72092,224.13394,57.44927
49.63391,38.81922,37.62001,56.73398,163.29734,220.31396,57.02596
46.23773,33.47416,32.88004,54.43729,151.58,208.61055,56.08143
42.78912,31.41151,32.55907,50.36189,140.8376,204.89283,54.251
41.17925,28.44034,30.32666,50.86502,137.70404,79.71698,51.36946
40.19536,27.04474,29.68186,48.07023,133.5552,73.89672,50.31206
39.42406,25.67613,30.04235,47.39233,130.74272,72.03799,48.95479
40.05097,27.08749,30.05467,47.29443,130.19566,71.53108,48.75259
41.12422,28.36768,30.21832,48.6188,135.64749,76.88177,49.57425
